0,1,1,1,20
0,1,1,0,34
1,1,1,0,26
0,1,1,0,29
1,1,1,0,19
1,1,1,0,21
1,1,1,0,19
0,0,1,0,22
0,0,1,0,20
0,0,1,0,20
0,0,1,0,20
0,0,1,0,19
1,0,1,0,20
0,0,1,1,22
0,0,1,1,20
0,0,1,1,21
0,0,1,1,19
0,1,1,1,20
0,1,1,1,20
0,0,1,1,19
1,0,1,1,19
0,0,1,1,20
1,0,1,1,19
1,0,1,0,19
0,0,1,0,20
1,0,1,0,20
1,0,1,0,19
1,0,1,0,20
1,0,1,0,20
0,1,1,1,20
1,1,1,1,19
0,1,1,1,19
0,1,1,1,20
0,1,1,1,20
1,1,1,0,28
0,1,1,0,30
0,1,1,0,20
1,1,1,0,20
1,1,1,0,20
0,0,1,0,19
0,0,1,0,21
0,0,1,0,20
0,0,1,0,19
0,0,1,1,20
0,0,1,1,19
1,0,1,1,20
1,0,1,1,19
1,0,1,1,19
0,0,1,1,20
0,1,1,1,20
1,1,1,1,25
1,0,1,1,20
1,0,1,1,20
1,0,1,1,19
0,0,1,1,21
0,0,1,0,21
1,0,1,0,20
1,0,1,0,20
0,1,1,1,20
0,1,1,1,18
1,1,1,1,19
0,1,1,1,19
1,1,1,1,20
1,1,1,0,18
1,1,1,0,21
0,1,1,0,20
1,1,1,0,20
0,1,1,0,22
0,1,1,0,20
0,0,1,0,18
1,0,1,0,20
1,0,1,0,19
1,0,1,1,19
0,0,1,1,20
1,0,1,1,20
1,0,1,1,19
1,0,1,1,20
1,1,1,1,19
1,1,1,1,20
0,1,1,1,22
1,0,1,1,19
0,0,1,1,22
1,0,1,1,19
0,0,1,0,19
1,0,1,0,19
1,0,1,0,19
1,0,1,0,20
0,1,1,1,20
0,1,1,1,21
1,1,1,1,20
0,1,1,1,19
1,1,1,0,33
1,0,1,0,19
1,0,1,0,20
0,1,1,1,20
1,0,1,0,19
1,0,1,0,19
1,0,1,0,19
0,1,1,0,25
1,1,1,0,21
0,1,1,0,19
0,1,1,0,20
1,0,1,0,19
1,0,1,0,20
1,0,1,1,18
1,0,1,1,19
1,0,1,1,19
1,0,1,1,20
0,1,1,1,20
0,1,1,1,19
0,1,1,1,19
0,0,1,0,19
0,0,1,0,20
0,0,1,0,19
0,1,1,1,21
0,1,1,0,30
1,0,1,0,20
0,0,1,1,19
1,0,1,1,20
1,0,1,1,19
0,0,1,1,21
